Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Isle of Man, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
India,0.682,0.748,1.065,1.795,1.987,2.126,1.661,1.488,1.587,1.691,1.833,2.255,2.497,2.53,2.895,3.324,3.295,3.477,3.976,4.59,5.421,5.879,6.302,6.831,6.957,7.567,9.539,10.877,11.346,10.59,10.537,8.622,8.083,8.254,8.881,9.754,9.905,11.465,11.921,13.896,14.288,14.601,14.75,16.334,20.239,23.072,23.952,28.255,33.002,38.722,46.09,49.634,47.217,47.404,50.914,51.295,56.638,64.559,66.258,71.469,72.937,76.349,81.363
Not classified, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
Ireland,0.026,0.028,0.029,0.03,0.036,0.039,0.038,0.04,0.037,0.042,0.051,0.063,0.084,0.098,0.111,0.154,0.153,0.172,0.217,0.29,0.363,0.327,0.342,0.31,0.284,0.301,0.409,0.435,0.453,0.434,0.594,0.625,0.674,0.598,0.634,0.702,0.751,0.765,0.742,0.742,0.695,0.768,0.811,0.965,1.102,1.145,1.19,1.372,1.583,1.416,1.274,1.3,1.158,1.196,1.193,0.997,1.002,1.025,1.107,1.113,1.144,1.268,1.164
"Iran, Islamic Rep.",0.099,0.106,0.11,0.129,0.155,0.2,0.256,0.331,0.437,0.566,0.62,0.402,0.372,0.481,3.878,5.951,7.186,7.617,8.114,4.994,4.875,8.122,9.704,10.55,9.926,10.706,11.741,15.263,18.889,16.302,16.474,17.55,19.733,1.448,1.703,2.502,3.551,4.642,5.479,6.65,8.327,10.379,3.244,3.717,5.244,6.797,8.751,9.331,11.082,12.585,13.561,14.278,16.494,11.997,9.901,10.589,12.264,13.931,11.231,4.598,3.033,5.392,6.847
Iraq,0.119,0.125,0.135,0.163,0.185,0.226,0.235,0.235,0.291,0.376,0.401,0.426,0.466,0.665,1.427,1.59,1.761,2.008,1.986,2.372,2.976,4.086, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.614,1.12,1.236,1.99,3.116,3.237,3.753,4.279,4.141,7.78,6.924,9.604,5.97,7.416,6.318,7.599,5.649,4.771,4.683
Iceland, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
Israel,0.19,0.242,0.211,0.259,0.279,0.314,0.376,0.606,0.69,0.872,1.26,1.271,1.461,2.575,3.476,3.758,3.649,3.181,3.118,3.395,4.121,4.7,4.518,4.265,4.214,4.005,4.386,5.996,7,5.551,6.529,9.338,7.313,7.753,7.772,7.946,8.499,8.581,8.096,7.653,8.328,8.504,7.982,8.225,8.605,8.922,9.315,11.382,13.804,12.754,13.875,15.1,14.524,16.248,17.737,16.457,17.435,19.357,19.9,20.339,21.817,24.341,23.406
Italy,1.009,1.063,1.222,1.463,1.587,1.72,1.905,1.929,1.991,2.004,2.217,2.648,3.289,3.638,3.89,4.217,3.844,4.556,5.541,6.904,7.916,7.388,8.063,8.41,8.296,8.253,11.942,15.653,17.404,17.675,20.735,21.586,22.177,18.242,18.062,17.186,20.793,20.156,20.825,21.016,19.879,19.519,21.61,26.824,30.261,29.738,29.633,31.982,36.84,34.054,32.021,33.829,29.781,29.957,27.701,22.181,25.033,26.448,28.42,26.381,32.929,36.249,33.49
Jamaica, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.027,0.031, $-   , $-   , $-   ,0.045,0.054,0.05,0.025,0.019,0.024,0.025,0.031,0.041,0.039,0.032,0.047,0.045,0.034,0.035,0.042,0.055,0.048,0.045,0.044,0.046,0.057,0.055,0.055,0.059,0.073,0.084,0.131,0.115,0.116,0.134,0.138,0.128,0.121,0.124,0.138,0.144,0.21,0.266,0.237,0.218,0.215
Jordan,0.056,0.056,0.06,0.062,0.062,0.063,0.076,0.105,0.128, $-   ,0.11,0.109,0.129,0.151,0.163,0.181,0.295,0.263,0.305,0.4,0.416,0.439,0.465,0.485,0.458,0.502,0.626,0.647,0.588,0.383,0.322,0.433,0.368,0.391,0.408,0.3,0.417,0.444,0.496,0.512,0.529,0.529,0.522,0.612,0.587,0.604,0.702,1.032,1.358,1.568,1.558,1.595,1.473,1.445,1.549,1.615,1.769,1.94,1.958,2.032,2.056,2.177,2.323
Japan,0.481,0.492,0.538,0.63,0.718,0.821,0.932,1.039,1.168,1.335,1.575,1.897,2.568,3.375,3.962,4.535,5.008,6.157,8.657,9.174,9.712,10.851,10.194,11.429,12.225,13.088,19.457,23.642,28.216,27.966,28.8,32.785,35.999,41.354,45.286,49.962,44.047,40.635,37.849,43.123,45.51,40.758,39.334,42.486,45.34,44.301,41.553,40.53,46.361,51.465,54.655,60.762,60.012,49.024,46.903,42.106,46.471,45.058,48.536,50.778,51.397,50.957,45.992
Kazakhstan, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.107,0.178,0.242,0.237,0.243,0.144,0.144,0.221,0.246,0.318,0.426,0.592,0.793,1.36,1.541,1.272,1.502,1.804,2.178,2.551,2.306, $-   ,1.281,1.391,1.498,1.853,1.548,1.618,1.133
Kenya, $-   , $-   , $-   ,0.002,0.006,0.01,0.013,0.016,0.016,0.016,0.017,0.022,0.03,0.037,0.047,0.054,0.076,0.148,0.239,0.291,0.272,0.241,0.244,0.209,0.175,0.146,0.181,0.25,0.251,0.229,0.246,0.192,0.156,0.106,0.117,0.149,0.171,0.176,0.172,0.152,0.166,0.195,0.214,0.246,0.26,0.317,0.376,0.495,0.58,0.578,0.622,0.647,0.84,0.861,0.819,0.844,0.933,1.015,1.114,1.117,1.115,1.191,1.138
Kyrgyz Republic, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.012,0.027,0.028,0.031,0.026,0.023,0.026,0.022,0.026,0.033,0.037,0.04,0.047,0.051,0.061,0.067,0.077,0.086,0.108,0.119,0.128,0.117,0.116,0.122,0.127,0.129,0.131,0.133,0.15
Cambodia, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.029,0.043,0.062,0.045,0.107,0.123,0.114,0.103,0.083,0.088,0.081,0.071,0.065,0.068,0.069,0.071,0.076,0.079,0.083,0.137,0.168,0.192,0.217,0.243,0.278,0.325,0.382,0.458,0.543,0.595,0.621,0.63,0.611
Kiribati, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
St. Kitts and Nevis, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
"Korea, Rep.",0.276,0.157,0.186,0.185,0.137,0.132,0.177,0.218,0.279,0.347,0.386,0.461,0.532,0.545,0.853,1.031,1.709,2.238,3.19,3.543,3.981,4.464,4.647,4.714,4.759,4.884,5.325,6.041,7.732,9.469,10.111,10.957,11.615,12.377,13.519,16.085,16.409,14.848,10.458,12.095,13.801,12.942,14.102,15.847,17.83,22.16,25.177,27.726,26.072,24.576,28.175,30.992,31.952,34.311,37.552,36.571,36.885,39.171,43.07,44.102,46.117,50.874,46.365
Kuwait, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.069,0.073,0.091,0.137,0.426, $-   , $-   ,0.749,0.738,0.881,0.951,1.042,1.285,1.425,1.466,1.38,1.296,1.337,1.704,2.076,8.962,12.924,6.316,2.98,3.296,3.692,3.241,2.454,2.282,2.286,2.697,2.686,2.822,3.131,3.45,3.509,3.598,4.116,4.43,4.209,4.335,5.394,5.942,5.698,5.832,5.735,6.447,6.765,7.165,7.374,6.941,9.024,8.244
Latin America & Caribbean (excluding high income),0.68,0.677,1.104,1.16,1.128,1.429,1.551,1.665,1.631,1.845,2.19,2.451,2.839,3.851,4.75,4.753,6.625,6.929,7.967,10.27,11.939,12.469,9.187,8.565,8.455,8.565,8.579,10.735,12.159,14.076,16.216,13.625,13.054,16.111,21.127,24.974,26.259,24.963,25.951,21.296,22.781,22.974,19.625,18.813,20.655,26.479,29.936,37.644,45.359,47.531,58.668,63.552,63.649,65.478,64.858,53.256,50.415,57.703,56.186,53.988,47.911,49.159,50.028
Lao PDR, $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.036,0.035,0.036,0.038,0.039,0.02,0.021, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.102,0.108,0.116,0.104,0.078,0.067,0.033,0.015,0.014,0.013,0.011,0.011,0.011,0.012,0.013,0.015,0.016,0.014,0.015,0.019,0.02,0.023, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
Lebanon,0.023,0.028,0.041,0.034,0.038,0.045,0.051,0.058,0.066,0.065,0.065,0.067,0.106,0.104,0.179,0.166,0.173,0.126,0.253,0.346,0.503,0.373,0.247,0.492,0.475,0.227,0.148,0.037,0.039, $-   ,0.214,0.229,0.443,0.453,0.637,0.746,0.736,0.678,0.694,0.83,0.93,0.959,0.907,0.923,0.955,0.963,1.009,1.152,1.169,1.426,1.585,1.627,1.757,1.936,2.27,2.239,2.606,2.441,2.776,2.521,1.921,1.914,4.739
Liberia, $-   , $-   , $-   , $-   , $-   ,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.006,0.006,0.008,0.009,0.009,0.013,0.026,0.043,0.039,0.025,0.025,0.024,0.022,0.025, $-   , $-   ,0.025,0.023,0.03,0.039, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.005,0.006,0.004,0.003,0.005,0.007,0.009,0.013,0.015,0.015,0.015,0.015,0.015,0.013,0.013,0.013,0.013,0.015,0.019
Libya,0.006,0.007,0.017,0.019,0.021,0.029,0.059,0.08,0.095,0.143,0.242,0.243,0.203,0.298,0.432,0.288,0.326,0.48,0.73,0.854,1.074,0.557,0.709, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,1.252,1.444,1.153,1.086,0.82,0.453,0.541,0.685,0.691,0.614,0.639,1.1, $-   , $-   , $-   ,2.987,3.965,3.756, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
St. Lucia, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
Latin America & Caribbean,1.041,0.952,1.47,1.558,1.478,1.825,1.977,2.118,2.083,2.294,2.857,3.463,4.05,5.404,6.663,6.151,7.998,8.802,10.053,12.832,15.265,16.538,13.495,12.367,11.486,10.766,10.968,13.005,14.629,16.667,18.39,15.996,15.665,19.232,24.114,28.627,29.578,29.318,30.192,25.433,27.241,27.33,22.857,22.188,25.168,32.709,37.949,46.584,56.399,56.235,68.483,73.82,75.357,78.499,72.778,59.426,56.685,66.628,63.994,60.569,54.538,56.825,57.26
Least developed countries: UN classification, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.771,0.932,1.034,1.118,1.42,2.302,2.786,2.978,2.838,2.861,2.987,3.456,3.43,3.657,3.872,4.379,4.851,6.923,6.415,5.604,7.971,7.846,7.052,7.427,7.931,9.181,11.842,13.413,13.135,14.93,28.628,35.466,39.355,8.369,9.99,13.267,13.501,11.306,12.508,15.731,18.308,19.916,17.444,16.664,18.727,14.716,15.098,16.815,16.825,17.465
Low income, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.521, $-   , $-   ,0.81,1.102,1.545,1.645,1.904,2.319,2.954,3.918,3.75,3.96,4.022,4.818,4.775,5.148,5.052,5.562,2.925,5.084,6.402,5.327,4.541,4.955,2.637,2.407,2.472,3.039,3.636,3.456,3.013,3.322,3.832,4.676,4.869,6.025,7.651,9.556,9.899,7.233,8.141,4.921,5.681,6.851,7.051,6.778,8.508,6.29,4.936,5.802,5.559,5.693
Liechtenstein, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
Sri Lanka,0.017,0.017,0.016,0.014,0.014,0.014,0.015,0.016,0.014,0.016,0.021,0.032, $-   ,0.025,0.028,0.03,0.024,0.028,0.022,0.028,0.031,0.028,0.026,0.046,0.056,0.189,0.173,0.227,0.165,0.126,0.187,0.277,0.327,0.355,0.437,0.764,0.767,0.699,0.733,0.631,0.822,0.675,0.572,0.542,0.619,0.644,0.791,1.055,1.511,1.522,1.532,1.753,1.475,1.601,1.915,2.058,1.741,1.867,1.639,1.56,1.486,1.703,1.053
Lower middle income,1.307,1.407,1.961,2.845,3.2,3.64,3.303,3.32,3.874,4.529,5.096,5.859,6.019,6.719,8.658,10.806,11.898,13.685,14.941,15.398,17.122,17.645,17.905,19.071,19.386,20.637,22.795,26.097,26.76,24.651,25.315,21.135,21.615,23.563,24.709,27.659,29.157,30.867,31.61,35.306,37.045,38.199,41.092,57.166,67.84,75.523,46.145,53.653,63.389,70.171,81.04,87.498,90.864,95.291,103.497,101.434,106.74,115.359,119.704,117.372,121.628,131.681,133.938
Low & middle income, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,81.875,87.555,84.7,90.224,77.014,81.523,91.646,98.401,103.82,103.901,109.119,115.064,119.96,119.226,142.583,165.636,189.399,179.081,216.295,261.906,286.007,320.074,360.597,388.077,418.619,439.257,434.788,438.018,472.876,493.77,494.862,506.158,544.241,587.074
Lesotho, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.002,0.003,0.004,0.005,0.012,0.012,0.015,0.014,0.012,0.011,0.013,0.018,0.017,0.023,0.024,0.022,0.024,0.022,0.026,0.034,0.028,0.029,0.028,0.034,0.031,0.023,0.02,0.027,0.031,0.034,0.035,0.04,0.027,0.047,0.071,0.058,0.053,0.048,0.048,0.044,0.041,0.053,0.051,0.045,0.039,0.037,0.035
Late-demographic dividend, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,36.056,42.796,44.896,39.768,47.111,56.736,65.415,72.343,76.823,67.661,64.55,71.762,80.158,85.872,94.802,109.688,129.507,154.014,189.806,236.717,248.413,280.396,322.701,356.55,389.575,404.667,361.436,366.078,384.072,407.346,409.88,419.42,469.793,501.956
Lithuania, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.013,0.021,0.021,0.03,0.042,0.076,0.138,0.106,0.14,0.167,0.181,0.211,0.271,0.304,0.352,0.442,0.541,0.405,0.326,0.345,0.329,0.355,0.427,0.471,0.635,0.812,1.056,1.094,1.174,1.307,1.732
Luxembourg,0.005,0.005,0.006,0.006,0.008,0.009,0.009,0.007,0.007,0.007,0.008,0.008,0.011,0.014,0.016,0.021,0.023,0.026,0.033,0.038,0.047,0.042,0.037,0.037,0.035,0.034,0.048,0.066,0.078,0.069,0.087,0.097,0.111,0.098,0.114,0.129,0.128,0.121,0.129,0.127,0.116,0.145,0.139,0.179,0.212,0.22,0.223,0.258,0.214,0.201,0.248,0.232,0.215,0.234,0.252,0.25,0.236,0.323,0.355,0.382,0.425,0.403,0.565
Latvia, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.01,0.018,0.034,0.044,0.038,0.038,0.042,0.057,0.07,0.087,0.147,0.189,0.229,0.273,0.368,0.481,0.582,0.364,0.26,0.297,0.256,0.284,0.296,0.283,0.405,0.482,0.709,0.692,0.742,0.823,0.849
"Macao SAR, China", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
St. Martin (French part), $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
Morocco,0.042,0.048,0.054,0.075,0.07,0.063,0.068,0.07,0.091,0.085,0.089,0.111,0.14,0.186,0.242,0.413,0.577,0.731,0.773,0.896,1.118,0.976,0.959,0.628,0.512,0.692,0.729,0.815,0.917,0.991,1.07,1.148,1.229,1.252,1.365,1.438,1.447,1.401,1.445,1.208,0.859,1.47,1.475,1.819,1.938,2.031,2.135,2.408,2.945,3.055,3.161,3.343,3.403,4.066,4.049,3.268,3.327,3.461,3.697,3.721,4.831,5.378,4.995
Monaco, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
Moldova, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.013,0.015,0.017,0.011,0.006,0.005,0.006,0.007,0.008,0.009,0.012,0.016,0.023,0.037,0.025,0.018,0.023,0.024,0.027,0.028,0.023,0.027,0.031,0.037,0.043,0.045,0.052,0.048
Madagascar,0.002,0.008,0.009,0.009,0.009,0.011,0.011,0.012,0.013,0.013,0.012,0.013,0.016,0.02,0.026,0.03,0.033,0.044,0.052,0.082,0.09,0.086, $-   , $-   ,0.055,0.051,0.051,0.037,0.033,0.03,0.038,0.035,0.023,0.038,0.028,0.027,0.049,0.053,0.05,0.045,0.047,0.065,0.058,0.073,0.054,0.054,0.054,0.082,0.103,0.071,0.057,0.072,0.069,0.072,0.07,0.059,0.059,0.067,0.073,0.077,0.087,0.099,0.098
Maldives, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
Middle East & North Africa, $-   , $-   ,1.125,1.272,1.612,1.869,2.123,2.561,3.093,3.736,4.74,4.898,5.434,8.075,13.202,16.109,18.294,31.637,34.585,36.102,43.136,52.423,54.348,49.37,50.691,47.411,30.197,50.639,54.322,46.431,58.319,66.539,59.66,38.544,38.661,36.992,38.426,48.599,52.641,50.759,56.795,61.241,51.584,54.138,61.157,69.189,77.664,91.908,107.852,113.607,125.472,137.355,152.91,170.812,182.713,162.589,138.71,147.809,150.364,136.784,133.765,150.567,167.862
Mexico,0.084,0.086,0.099,0.112,0.12,0.119,0.13,0.134,0.149,0.18,0.177,0.191,0.242,0.301,0.407,0.505,0.532,0.438,0.518,0.68,0.81,1.285,0.858,0.779,1.156,1.242,0.817,0.813,0.982,1.153,1.211,1.459,1.825,2.123,2.635,1.563,1.883,2.184,2.263,2.653,3.031,3.229,3.172,2.96,2.854,3.123,3.035,4.223,4.335,4.514,4.789,5.498,5.717,6.473,6.759,5.469,5.337,5.062,5.84,6.651,8.045,8.681,8.536
Marshall Islands, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
Middle income, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,78.95,82.471,78.298,84.897,72.472,76.568,89.009,95.995,101.348,100.862,105.483,111.607,116.947,115.904,138.751,160.96,184.53,173.056,208.644,252.35,276.108,312.842,352.456,383.156,412.938,432.406,427.737,431.24,464.368,487.48,489.926,500.356,538.683,581.381
North Macedonia, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.012, $-   , $-   , $-   ,0.131,0.083,0.079,0.066,0.07,0.226,0.106,0.116,0.135,0.127,0.126,0.163,0.173,0.159,0.13,0.132,0.119,0.127,0.124,0.1,0.104,0.101,0.12,0.146,0.154,0.206,0.225
Mali, $-   ,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.008,0.011,0.012,0.019,0.022,0.026,0.031,0.036,0.038,0.032,0.03,0.027,0.025,0.03,0.038,0.044,0.048,0.046,0.052, $-   , $-   ,0.044,0.03,0.04,0.04,0.04,0.041,0.044,0.044,0.045,0.049,0.067,0.077,0.086,0.096,0.11,0.143,0.144,0.147,0.161,0.149,0.154,0.218,0.309,0.362,0.46,0.482,0.476,0.594,0.653,0.515
Malta, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0.013,0.017,0.023,0.022,0.021,0.021,0.022,0.027,0.025,0.028,0.031,0.033,0.031,0.029,0.028,0.025,0.027,0.028,0.034,0.041,0.052,0.044,0.049,0.056,0.059,0.059,0.056,0.05,0.054,0.057,0.052,0.06,0.064,0.067,0.08,0.086,0.088,0.087
Myanmar,0.09,0.086,0.091,0.1,0.098,0.107,0.105,0.102,0.105,0.114,0.123,0.128,0.117,0.152,0.16,0.139,0.155,0.169,0.183,0.191,0.202,0.205,0.195,0.192,0.189,0.197,0.232,0.204,0.255,0.55,0.814,0.943,1.37,2.062,2.802,3.932,4.675,4.781,5.873,6.95,9.031,9.464,11,24.189,29.854,32.954, $-   , $-   , $-   , $-   , $-   , $-   ,2.969,2.367,2.373,2.552,2.456,2.222,1.529,1.532,2.498,2.108,1.857
